TeamYear,Season,Team,G_x,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP_x,AVG,OBP,SLG,wOBA,wRC+,EV_x,BsR,Off,Def_x,WAR_x,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,BIZ,Plays,RZR,OOZ,FSR,FRM,ARM,DPR,RngR,ErrR,UZR,UZR/150,Def_y,W,L,SV,G_y,GS,IP,K/9,BB/9,HR/9,BABIP_y,LOB%,GB%,HR/FB,EV_y,ERA,FIP,xFIP,WAR_y
2013_Tigers,2013,Tigers,2274,6388,176,796,767,35,8.30%,16.80%,0.151,0.32,0.28300000000000003,0.34600000000000003,0.434,0.341,114,,-19.0,83.6,-35.3,27.6,13164,4,3,-11,3,-5,-5,-45,-8.0,-72,2135,1770,0.8290000000000001,452,-22.0,4.3,-9.7,1.5,-12.5,11.1,-9.6,-2.7,-28.9,93,69,39,590,162,1462.2,8.79,2.84,0.79,0.306,73.70%,45.40%,9.20%,,3.61,3.27,3.43,26.3
2019_Red Sox,2019,Red Sox,2455,6475,245,901,857,68,9.10%,21.30%,0.19699999999999998,0.313,0.26899999999999996,0.34,0.466,0.33799999999999997,106,89.9,-7.0,42.9,10.9,27.5,13239,10,0,1,-8,13,-5,-42,2.0,-28,1934,1598,0.826,502,,14.1,15.0,-5.9,-3.8,5.5,10.8,3.3,14.8,84,78,33,794,162,1471.0,9.99,3.7,1.32,0.312,70.80%,42.60%,14.40%,88.6,4.7,4.28,4.39,16.5
2018_Brewers,2018,Brewers,2496,6210,218,754,711,124,8.60%,23.50%,0.172,0.302,0.252,0.32299999999999995,0.424,0.322,99,88.9,8.2,2.6,68.3,27.5,13149,6,1,2,1,0,5,71,18.0,107,1845,1512,0.82,607,0.0,7.1,-0.9,3.6,36.9,-14.6,24.9,4.0,29.9,96,67,49,722,163,1461.0,8.8,3.41,1.07,0.27899999999999997,74.40%,43.20%,12.50%,88.1,3.73,4.01,4.04,15.2
2009_Dodgers,2009,Dodgers,2352,6385,145,780,739,116,9.50%,16.70%,0.141,0.309,0.27,0.34600000000000003,0.41200000000000003,0.332,102,,4.0,19.0,55.4,27.4,13260,0,4,1,1,-6,1,7,,14,2171,1816,0.836,406,31.0,21.4,-6.4,2.1,-1.0,5.0,-0.3,-1.1,-0.7,95,67,44,688,162,1473.1,7.77,3.57,0.78,0.275,74.90%,43.70%,8.10%,,3.41,3.8,4.07,18.6
2014_Orioles,2014,Orioles,2294,6130,211,705,681,44,6.50%,21.00%,0.166,0.29600000000000004,0.256,0.311,0.42200000000000004,0.32299999999999995,104,,-6.2,21.6,34.4,27.4,13152,1,2,0,11,9,12,21,8.0,58,2196,1815,0.8270000000000001,546,40.0,6.0,14.2,6.6,20.7,-0.2,41.3,8.6,41.9,96,66,53,641,162,1461.1,7.23,2.91,0.93,0.28,77.00%,43.80%,9.80%,,3.44,3.96,3.92,12.9
2012_Braves,2012,Braves,2264,6126,149,700,660,101,9.30%,21.00%,0.142,0.29600000000000004,0.247,0.32,0.389,0.31,92,,7.2,-48.7,123.8,27.3,13008,22,2,3,-1,2,11,48,0.0,85,2178,1821,0.836,531,5.0,37.6,8.7,2.5,27.5,5.7,44.4,8.2,53.7,94,68,47,622,162,1445.1,7.67,2.89,0.9,0.284,75.40%,47.20%,10.80%,,3.42,3.74,3.8,11.4
2007_Braves,2007,Braves,2398,6374,176,810,781,64,8.40%,18.00%,0.16,0.314,0.275,0.33899999999999997,0.435,0.337,99,,-6.2,-12.8,80.4,27.2,13107,0,1,-2,2,16,4,44,,59,2364,1940,0.821,460,,,21.9,-1.4,27.2,-2.3,45.5,10.2,40.5,84,78,36,690,162,1456.1,6.83,3.32,1.06,0.28800000000000003,72.40%,45.30%,10.80%,,4.11,4.45,4.29,13.1
2013_Giants,2013,Giants,2396,6168,107,629,596,67,7.60%,17.50%,0.121,0.304,0.26,0.32,0.381,0.309,100,,-4.1,-1.8,66.3,26.9,13026,9,4,0,-3,1,-8,10,-2.0,5,2079,1741,0.8370000000000001,502,24.0,19.7,3.6,0.7,16.0,-5.7,14.7,2.7,14.3,76,86,41,686,162,1447.1,7.81,3.24,0.9,0.295,72.10%,42.10%,9.90%,,4.0,3.8,3.89,7.1
2019_Braves,2019,Braves,2411,6302,249,855,824,89,9.80%,23.30%,0.195,0.305,0.258,0.336,0.452,0.332,102,89.2,11.0,26.2,46.2,26.9,13056,16,-1,-1,-1,3,1,35,-2.0,41,2015,1606,0.797,556,,16.9,5.3,0.7,-30.7,14.4,-10.3,-0.1,-14.3,97,65,44,737,162,1450.2,8.64,3.4,1.26,0.302,73.80%,45.20%,15.00%,88.9,4.2,4.39,4.42,12.3
2017_Cubs,2017,Cubs,2420,6283,223,822,785,62,9.90%,22.30%,0.182,0.302,0.255,0.33799999999999997,0.43700000000000006,0.331,101,87.4,-6.8,4.8,57.6,26.7,13026,-10,-2,3,0,-2,-2,28,20.0,36,1967,1627,0.8270000000000001,462,23.0,-10.5,4.3,-2.7,19.4,3.5,24.5,3.9,23.5,92,70,38,693,162,1447.1,8.95,3.44,1.21,0.285,74.20%,46.20%,14.50%,86.7,3.95,4.2,4.1,16.8
2017_Indians,2017,Indians,2367,6234,212,818,780,88,9.70%,18.50%,0.18600000000000003,0.295,0.263,0.33899999999999997,0.449,0.336,105,88.1,11.1,48.8,6.8,26.7,12966,9,-1,4,5,7,16,-6,18.0,59,1827,1524,0.8340000000000001,440,36.0,13.1,3.6,3.6,-10.6,8.2,4.9,1.8,14.9,102,60,37,659,162,1440.2,10.08,2.54,1.02,0.303,77.50%,44.10%,13.00%,87.1,3.3,3.33,3.41,30.4
2017_Cardinals,2017,Cardinals,2416,6219,196,761,728,81,9.50%,21.70%,0.17,0.304,0.256,0.33399999999999996,0.426,0.326,101,87.3,2.0,8.4,51.4,26.3,13053,7,-1,3,-7,6,0,-5,18.0,24,2115,1749,0.8270000000000001,464,-13.0,2.4,0.9,2.6,2.2,2.2,7.9,1.3,16.9,83,79,43,708,162,1450.1,8.38,3.06,1.14,0.298,73.60%,46.30%,13.50%,86.8,4.01,4.09,4.12,15.7
2014_Nationals,2014,Nationals,2265,6216,152,686,635,101,8.30%,21.00%,0.14,0.303,0.253,0.321,0.39299999999999996,0.317,99,,15.3,8.1,42.4,26.2,13236,1,-1,7,7,1,6,-4,-14.0,17,2216,1825,0.8240000000000001,431,25.0,-5.6,5.8,9.7,-9.1,-4.3,2.2,2.4,15.9,96,66,45,620,162,1470.2,7.88,2.15,0.67,0.294,74.90%,44.80%,7.50%,,3.03,3.18,3.43,24.3
2006_Padres,2006,Padres,2396,6287,161,731,698,123,9.00%,17.60%,0.154,0.299,0.263,0.332,0.41600000000000004,0.325,99,,5.2,-5.1,65.1,26.1,13173,0,1,-6,-3,-9,-2,61,,27,2378,2009,0.845,363,,,-9.2,-1.4,33.1,8.4,30.9,1.8,10.9,88,74,50,637,162,1463.2,6.75,2.88,1.08,0.276,73.90%,41.50%,10.10%,,3.88,4.27,4.39,16.4
2013_Cardinals,2013,Cardinals,2341,6202,125,783,745,45,7.80%,17.90%,0.133,0.314,0.26899999999999996,0.332,0.401,0.322,104,,-9.1,20.9,35.0,26.1,13137,14,5,1,5,-18,-3,-26,-22.0,-38,2234,1855,0.83,499,-21.0,19.8,-23.1,4.6,-18.2,8.9,-27.8,-8.5,-15.4,97,65,44,645,162,1459.2,7.73,2.78,0.69,0.297,74.50%,48.50%,8.50%,,3.43,3.39,3.63,17.3
2015_Astros,2015,Astros,2333,6073,230,729,691,121,8.00%,22.90%,0.187,0.292,0.25,0.315,0.43700000000000006,0.325,108,88.7,8.1,66.5,-19.6,26.1,12969,9,0,-3,1,9,4,24,-4.0,31,1988,1617,0.813,651,-12.0,11.2,0.6,-3.0,-5.1,-5.0,-12.5,-2.5,-17.5,86,76,39,644,162,1441.0,7.99,2.64,0.92,0.285,73.80%,47.30%,10.90%,87.2,3.57,3.66,3.71,18.9
2018_Braves,2018,Braves,2377,6251,175,759,717,90,8.20%,20.60%,0.161,0.302,0.257,0.324,0.41700000000000004,0.319,97,88.0,12.6,-11.2,66.8,26.0,13110,1,1,-1,-1,1,-3,67,8.0,67,1875,1554,0.8290000000000001,604,23.0,1.5,-4.0,-3.0,28.6,6.3,27.9,2.6,23.9,90,72,40,715,162,1456.2,8.79,3.92,0.95,0.278,74.10%,43.30%,11.20%,88.2,3.75,3.99,4.17,14.9
2019_Nationals,2019,Nationals,2327,6267,231,873,824,116,9.30%,20.90%,0.19,0.306,0.265,0.342,0.45399999999999996,0.336,103,88.6,3.7,28.8,35.8,26.0,12954,-13,1,-3,1,7,3,-4,2.0,-3,1831,1519,0.83,598,,-6.0,1.2,-4.5,-4.1,10.2,2.9,0.2,0.9,93,69,40,692,162,1439.1,9.45,3.23,1.26,0.29600000000000004,73.00%,42.60%,13.90%,88.6,4.28,4.14,4.32,22.3
2017_Twins,2017,Twins,2324,6261,206,815,781,95,9.50%,21.40%,0.174,0.306,0.26,0.33399999999999996,0.434,0.32899999999999996,103,87.6,14.4,39.7,7.2,26.0,12924,3,6,1,-6,2,-5,34,-2.0,29,2180,1791,0.8220000000000001,606,10.0,6.4,-0.3,-7.7,11.0,12.0,15.1,1.0,14.1,85,77,42,682,162,1436.0,7.31,3.03,1.4,0.29600000000000004,72.50%,42.40%,13.50%,87.8,4.6,4.71,4.75,8.9
2018_Astros,2018,Astros,2348,6146,205,797,763,71,9.20%,19.50%,0.17,0.289,0.255,0.32899999999999996,0.425,0.327,109,88.0,-7.0,59.9,-11.5,25.9,13095,12,2,1,4,3,9,4,3.0,36,1755,1417,0.807,608,-2.0,14.5,2.8,1.5,-17.7,0.9,-12.5,-1.3,-9.5,103,59,46,672,162,1455.0,10.44,2.69,0.94,0.28300000000000003,77.90%,44.00%,11.60%,87.8,3.11,3.23,3.36,29.1
2016_Giants,2016,Giants,2404,6271,130,715,675,79,9.10%,17.70%,0.14,0.299,0.258,0.32899999999999996,0.39799999999999996,0.315,96,87.5,-2.8,-34.6,92.8,25.9,13143,10,1,2,1,-3,1,43,14.0,75,2081,1730,0.831,543,51.0,25.5,-5.1,2.1,18.2,11.3,26.4,2.5,32.4,87,75,43,737,162,1460.1,8.07,2.71,0.97,0.287,74.30%,45.30%,10.80%,88.4,3.69,3.76,4.01,14.2
2006_Phillies,2006,Phillies,2410,6509,216,865,823,92,9.60%,18.50%,0.18,0.302,0.267,0.34700000000000003,0.447,0.341,100,,18.5,15.5,34.6,25.9,13143,0,0,-2,6,5,2,-8,,-4,2376,1944,0.818,352,,,1.5,2.5,-13.4,2.9,-6.6,-0.3,-11.6,85,77,42,662,162,1460.1,7.01,3.16,1.3,0.304,71.90%,43.70%,13.00%,,4.61,4.65,4.33,14.2
2010_Giants,2010,Giants,2354,6143,162,697,660,55,7.90%,17.90%,0.151,0.293,0.257,0.321,0.408,0.32,98,,-18.3,-31.8,95.2,25.8,13149,7,3,4,1,7,0,0,0.0,23,2103,1775,0.8440000000000001,411,1.0,1.0,7.2,-1.4,36.4,14.3,56.5,9.4,56.8,92,70,57,638,162,1461.0,8.2,3.56,0.83,0.282,77.00%,42.00%,8.00%,,3.36,3.74,3.94,18.4
2018_Cardinals,2018,Cardinals,2464,6200,205,759,725,63,8.50%,22.30%,0.16,0.294,0.249,0.321,0.409,0.316,99,88.8,12.9,7.9,47.1,25.8,13098,-5,-2,-3,-3,-7,-8,40,11.0,22,2046,1659,0.8109999999999999,548,3.0,-1.2,-2.1,3.7,26.0,-14.6,13.0,1.6,11.0,88,74,43,727,162,1455.1,8.27,3.67,0.89,0.293,73.00%,44.60%,10.50%,87.6,3.85,3.97,4.24,14.1
2013_Orioles,2013,Orioles,2246,6144,212,745,719,79,6.80%,18.30%,0.171,0.28800000000000003,0.26,0.313,0.431,0.32299999999999995,101,,13.8,16.2,22.7,25.7,13077,-2,-12,3,7,5,6,7,10.0,26,2138,1807,0.845,499,45.0,-4.0,5.9,5.0,14.9,11.2,36.9,6.6,45.7,85,77,57,635,162,1453.0,7.24,2.93,1.25,0.29100000000000004,74.60%,42.20%,12.90%,,4.2,4.33,3.99,11.1
2013_Braves,2013,Braves,2293,6133,181,688,656,64,8.80%,22.60%,0.153,0.3,0.249,0.321,0.402,0.318,101,,-5.7,3.7,50.1,25.6,13053,4,2,1,3,-7,-10,43,-3.0,38,2192,1843,0.841,468,-13.0,4.2,-6.0,4.3,6.9,4.6,9.8,0.2,17.2,96,66,53,628,162,1450.1,7.65,2.54,0.79,0.28800000000000003,77.00%,45.80%,9.40%,,3.18,3.44,3.58,17.9
2016_Dodgers,2016,Dodgers,2491,6164,189,725,680,45,8.50%,21.40%,0.16,0.294,0.249,0.319,0.409,0.314,97,89.3,2.0,-20.0,77.9,25.5,13077,13,1,0,-8,-2,-8,37,18.0,56,1877,1529,0.815,532,16.0,26.5,-6.7,-5.7,22.1,8.5,18.3,0.1,19.3,91,71,47,768,162,1453.0,9.35,2.87,1.02,0.28800000000000003,73.80%,42.80%,11.70%,87.3,3.7,3.61,3.75,20.0
2013_Dodgers,2013,Dodgers,2336,6145,138,649,618,78,7.70%,18.60%,0.133,0.308,0.264,0.326,0.396,0.317,103,,-8.0,14.6,37.2,25.5,13053,-11,2,5,-2,-1,0,32,-14.0,20,2060,1741,0.845,477,8.0,-3.9,1.2,-3.1,17.6,-10.2,5.5,0.8,13.2,92,70,46,666,162,1450.1,8.02,2.85,0.79,0.29100000000000004,75.40%,47.10%,9.90%,,3.25,3.45,3.52,20.6
2006_Blue Jays,2006,Blue Jays,2329,6241,199,809,778,65,8.20%,14.50%,0.179,0.306,0.284,0.348,0.46299999999999997,0.349,107,,-15.0,43.5,3.4,25.4,12855,0,-2,-6,3,19,-1,32,,39,2355,1946,0.826,386,,,15.3,0.5,16.0,-6.2,25.5,6.7,10.5,87,75,42,644,162,1428.1,6.78,3.18,1.17,0.292,71.70%,46.30%,12.30%,,4.37,4.51,4.3,15.4
2015_Cubs,2015,Cubs,2406,6200,171,689,657,95,9.10%,24.50%,0.154,0.305,0.244,0.321,0.39799999999999996,0.313,96,88.1,15.1,-16.0,63.6,25.4,13152,13,0,2,-5,-3,0,3,8.0,6,2048,1685,0.823,457,4.0,11.0,6.8,-4.7,21.7,-11.1,12.6,3.0,6.6,97,65,48,714,162,1461.1,8.81,2.51,0.83,0.287,72.70%,46.60%,10.70%,87.9,3.36,3.3,3.37,22.9
2014_Giants,2014,Giants,2353,6087,132,665,636,56,7.00%,20.50%,0.133,0.304,0.255,0.311,0.38799999999999996,0.308,99,,0.5,-5.4,52.8,25.4,13041,15,1,-1,9,-2,1,-4,8.0,20,2186,1831,0.838,494,32.0,19.6,-1.9,4.7,3.6,-4.8,1.7,0.2,-2.7,88,74,46,637,162,1449.0,7.52,2.42,0.83,0.282,72.70%,45.90%,9.40%,,3.5,3.58,3.59,9.4
2013_Athletics,2013,Athletics,2313,6209,186,767,725,74,9.20%,19.00%,0.165,0.289,0.254,0.327,0.419,0.327,108,,10.0,66.0,-32.4,25.4,13068,-6,0,-3,-7,-7,-3,-27,-5.0,-63,2172,1821,0.838,539,-3.0,-6.0,-5.2,-10.6,22.9,-7.8,-0.7,-2.0,-10.3,96,66,46,609,162,1452.0,7.33,2.65,1.01,0.276,74.80%,39.50%,9.20%,,3.56,3.83,4.05,16.6
2007_Brewers,2007,Brewers,2330,6238,231,801,774,96,8.00%,18.20%,0.19399999999999998,0.289,0.262,0.32899999999999996,0.456,0.337,100,,7.4,7.4,44.1,25.1,12999,0,0,-7,4,-3,13,-15,,-8,2372,1898,0.8,394,,,1.0,-0.4,21.0,-7.2,14.4,2.1,7.4,83,79,49,654,162,1444.1,7.32,3.16,1.0,0.308,70.20%,41.50%,9.20%,,4.44,4.22,4.29,18.8
2016_Blue Jays,2016,Blue Jays,2349,6233,221,759,728,54,10.10%,21.90%,0.17800000000000002,0.289,0.248,0.33,0.426,0.327,104,89.2,-9.0,22.0,8.8,25.1,13134,16,4,-6,-1,0,-4,43,16.0,58,2087,1719,0.8240000000000001,514,19.0,17.0,-5.2,1.5,12.8,2.3,11.4,0.7,3.4,89,73,43,649,162,1459.1,8.1,2.84,1.13,0.282,74.40%,46.60%,13.00%,89.0,3.79,4.04,4.02,16.8
2018_Cubs,2018,Cubs,2490,6369,167,761,722,66,9.00%,21.80%,0.152,0.313,0.258,0.33299999999999996,0.41,0.321,100,88.7,2.2,-1.3,44.0,25.1,13287,-10,3,3,6,14,11,15,3.0,52,2094,1755,0.838,540,25.0,-19.9,14.2,4.9,-5.9,10.2,23.4,6.2,29.4,95,68,46,763,163,1476.1,8.13,3.79,0.96,0.284,76.20%,45.00%,11.50%,88.2,3.65,4.14,4.29,15.1
2010_Cardinals,2010,Cardinals,2347,6241,150,736,689,79,8.70%,16.50%,0.139,0.29600000000000004,0.263,0.332,0.402,0.322,99,,1.8,-7.1,59.6,25.0,13083,6,6,5,1,-2,8,18,1.0,53,2408,1958,0.813,451,18.0,24.0,-7.5,4.3,-7.0,0.1,-10.0,-2.4,8.8,86,76,32,617,162,1453.2,6.77,2.95,0.82,0.292,74.00%,49.50%,9.20%,,3.57,3.85,3.87,11.4
2010_Red Sox,2010,Red Sox,2327,6356,211,818,782,68,9.20%,17.90%,0.183,0.299,0.268,0.33899999999999997,0.451,0.345,109,,-7.2,59.4,-43.4,24.9,13110,-16,-3,-5,0,9,-2,22,4.0,0,2285,1894,0.8290000000000001,414,-1.0,-2.1,-0.9,1.6,-15.8,-3.7,-18.8,-2.5,-39.4,89,73,44,605,162,1456.2,7.46,3.58,0.94,0.292,70.80%,43.60%,9.00%,,4.19,4.08,4.13,15.7
2019_Cubs,2019,Cubs,2429,6195,256,814,783,45,9.40%,23.60%,0.2,0.297,0.252,0.331,0.452,0.33,102,88.9,-2.2,10.1,45.0,24.9,12978,-2,1,0,6,4,3,-9,-12.0,-14,2022,1642,0.812,510,,-8.3,0.7,6.4,-2.7,7.5,11.9,1.8,8.9,84,78,38,738,162,1442.0,9.01,3.33,1.22,0.3,74.10%,45.90%,15.00%,88.7,4.1,4.25,4.29,17.0
2016_Indians,2016,Indians,2366,6155,185,777,733,134,8.60%,20.20%,0.168,0.304,0.262,0.32899999999999996,0.43,0.326,100,88.6,15.8,14.3,16.8,24.9,13005,-3,2,3,-5,8,-3,11,22.0,41,2063,1711,0.8290000000000001,534,7.0,7.5,4.5,1.5,17.3,-2.9,20.4,3.9,26.4,94,67,37,665,161,1445.0,8.71,2.87,1.16,0.289,73.40%,46.70%,13.70%,88.6,3.86,3.91,3.8,18.2
2014_Tigers,2014,Tigers,2330,6202,155,757,731,106,7.10%,18.40%,0.15,0.319,0.27699999999999997,0.331,0.426,0.331,112,,-7.3,72.7,-41.9,24.8,13086,-12,-2,1,1,-10,2,-42,-8.0,-68,2333,1882,0.807,440,-17.0,-15.0,-6.5,0.2,-14.2,3.4,-17.1,-3.1,-11.1,90,72,41,635,162,1454.0,7.7,2.86,0.79,0.312,70.70%,44.20%,8.30%,,4.01,3.6,3.76,19.7
2009_Brewers,2009,Brewers,2321,6296,182,785,757,68,9.70%,19.60%,0.16399999999999998,0.305,0.263,0.341,0.426,0.336,103,,-9.6,10.5,38.9,24.6,12915,0,-5,-2,0,-12,-3,7,,-18,2375,2014,0.848,377,10.0,2.4,-8.8,1.1,13.8,-6.9,-0.8,-1.5,-0.4,80,82,44,674,162,1435.0,6.92,3.81,1.3,0.295,71.90%,42.60%,12.00%,,4.84,4.84,4.54,5.2
2008_Brewers,2008,Brewers,2227,6252,198,750,722,108,8.80%,19.20%,0.179,0.287,0.253,0.325,0.431,0.32899999999999996,97,,8.9,-11.8,58.8,24.6,13101,0,4,6,-5,-1,1,32,,44,2290,1898,0.8290000000000001,454,,-2.8,-1.0,-2.7,24.3,-4.6,15.9,1.6,29.5,90,72,45,607,162,1455.2,6.86,3.26,1.08,0.285,74.50%,45.40%,11.70%,,3.87,4.34,4.14,14.6
2015_Mets,2015,Mets,2325,6145,177,683,654,51,7.90%,21.00%,0.156,0.287,0.244,0.312,0.4,0.309,98,88.7,6.2,-7.1,48.7,24.6,13164,17,0,-2,-2,1,4,-9,-12.0,-11,2172,1774,0.8170000000000001,513,-42.0,14.9,3.6,-5.5,4.0,-1.8,0.3,0.3,-3.7,90,72,50,647,162,1462.2,8.23,2.36,0.94,0.28800000000000003,74.30%,46.30%,10.80%,87.7,3.45,3.53,3.6,19.0
2008_Braves,2008,Braves,2407,6368,130,753,721,58,9.70%,16.10%,0.138,0.309,0.27,0.345,0.408,0.332,99,,-5.8,-12.7,54.2,24.5,12966,0,6,1,-7,2,-5,26,,22,2321,1927,0.83,462,,35.9,0.1,-6.7,-14.0,1.1,-19.4,-3.1,-18.7,72,90,26,707,162,1440.2,6.72,3.66,0.97,0.293,69.70%,48.30%,11.40%,,4.47,4.35,4.2,7.9
2018_Angels,2018,Angels,2467,6108,214,721,690,89,8.40%,21.30%,0.171,0.27699999999999997,0.242,0.313,0.413,0.313,99,88.2,2.8,-1.3,36.7,24.4,12936,2,0,4,7,-5,2,53,-14.0,47,1977,1617,0.818,537,19.0,5.7,-1.1,6.1,18.8,17.4,41.2,5.0,50.2,80,82,35,763,162,1437.1,8.68,3.42,1.28,0.294,74.10%,42.10%,14.10%,89.0,4.15,4.36,4.18,11.3
2017_Nationals,2017,Nationals,2322,6214,215,819,796,108,8.70%,21.40%,0.183,0.311,0.266,0.332,0.449,0.331,99,88.1,11.9,2.4,38.7,24.4,13020,-5,2,-1,-3,3,-10,-14,-6.0,-42,1978,1609,0.813,525,0.0,-8.8,-1.9,-0.5,6.4,2.4,6.3,0.4,2.3,97,65,46,649,162,1446.2,9.06,3.08,1.18,0.287,74.40%,44.00%,12.80%,86.8,3.88,3.99,4.12,23.0
2009_Red Sox,2009,Red Sox,2317,6344,212,872,822,126,10.40%,17.70%,0.184,0.301,0.27,0.35200000000000004,0.45399999999999996,0.35100000000000003,106,,-7.7,41.0,-19.8,24.4,12930,0,2,-10,3,-9,7,-32,,-56,2232,1868,0.8370000000000001,395,-3.0,-6.6,-4.5,3.3,-0.4,7.8,6.2,0.6,-12.3,95,67,41,625,162,1436.2,7.71,3.32,1.05,0.309,73.00%,40.90%,9.40%,,4.35,4.14,4.25,18.5
2006_Yankees,2006,Yankees,2430,6455,210,930,902,139,10.10%,16.30%,0.177,0.315,0.285,0.363,0.461,0.35600000000000004,113,,7.4,118.8,-91.9,24.2,12993,0,-4,3,1,-8,3,-34,,-39,2485,2040,0.821,304,,,-6.5,-1.5,-62.6,-9.4,-80.1,-11.8,-75.1,97,65,43,651,162,1443.2,6.35,3.09,1.06,0.289,70.30%,43.30%,9.60%,,4.43,4.42,4.61,17.3
2019_Brewers,2019,Brewers,2514,6309,250,769,744,101,10.00%,24.80%,0.192,0.29600000000000004,0.24600000000000002,0.32899999999999996,0.43799999999999994,0.324,97,89.7,5.9,-20.4,64.6,24.2,13134,15,-2,-4,1,-5,9,23,12.0,40,1827,1463,0.8009999999999999,612,,23.3,-0.4,2.4,15.2,-7.2,10.0,1.6,2.0,89,73,50,750,162,1459.1,9.23,3.52,1.39,0.292,73.10%,42.20%,15.60%,87.9,4.4,4.46,4.42,12.9
2009_Cardinals,2009,Cardinals,2358,6168,160,730,694,75,8.60%,16.90%,0.152,0.29600000000000004,0.263,0.332,0.415,0.325,98,,13.4,-1.3,50.0,24.2,12966,0,0,5,1,2,12,5,,34,2388,1970,0.825,448,17.0,19.1,3.5,4.8,-27.6,-1.9,-21.2,-1.8,-4.9,91,71,43,643,162,1440.2,6.55,2.87,0.77,0.292,73.20%,49.80%,8.70%,,3.66,3.82,4.0,17.5
2015_Pirates,2015,Pirates,2431,6285,140,697,661,98,7.30%,21.00%,0.136,0.314,0.26,0.32299999999999995,0.396,0.313,97,88.5,3.5,-17.7,49.6,24.0,13407,18,-1,-1,4,15,-5,-3,10.0,24,2163,1743,0.8059999999999999,555,-1.0,26.9,7.3,3.7,-4.8,-16.6,-10.4,0.0,-20.4,98,64,54,662,162,1489.2,8.08,2.74,0.66,0.302,75.00%,50.40%,9.40%,87.9,3.23,3.36,3.56,19.5
2008_Indians,2008,Indians,2199,6299,171,805,772,77,8.90%,19.30%,0.162,0.305,0.262,0.33899999999999997,0.424,0.33399999999999996,103,,0.7,24.5,-2.8,24.0,12933,0,-2,-1,12,9,3,2,,24,2462,2036,0.8270000000000001,427,,-2.4,5.2,4.7,5.3,4.8,20.0,3.9,18.7,81,81,31,561,162,1437.0,6.18,2.78,1.06,0.301,70.70%,44.70%,10.50%,,4.46,4.33,4.28,13.2
2012_Reds,2012,Reds,2211,6115,172,669,636,87,7.90%,20.70%,0.159,0.29600000000000004,0.251,0.315,0.41100000000000003,0.314,93,,13.5,-35.8,78.9,23.9,13077,24,-1,3,-3,4,8,22,6.0,63,2171,1819,0.838,439,34.0,19.8,2.6,-2.5,4.8,5.0,9.9,1.5,27.8,97,65,56,587,162,1453.0,7.73,2.64,0.94,0.28800000000000003,76.90%,45.90%,10.70%,,3.34,3.72,3.8,18.7
2018_Nationals,2018,Nationals,2441,6288,191,771,737,119,10.00%,20.50%,0.16399999999999998,0.297,0.254,0.335,0.419,0.325,100,88.4,8.4,11.1,22.2,23.8,13014,-5,0,2,-3,-2,0,-36,1.0,-36,1899,1566,0.825,550,5.0,-6.7,-5.1,-6.4,-15.0,13.5,-13.0,-3.5,-8.0,82,80,40,724,162,1446.0,8.82,3.03,1.23,0.287,74.80%,41.20%,12.80%,87.9,4.04,4.15,4.13,16.7
2011_Angels,2011,Angels,2187,6088,155,667,629,135,7.30%,17.80%,0.149,0.28800000000000003,0.253,0.313,0.402,0.313,99,,-3.8,-14.4,38.0,23.8,13185,10,1,-1,6,7,13,-2,1.0,29,2280,1950,0.855,518,17.0,9.9,3.8,6.7,23.6,7.8,41.8,6.6,42.9,86,76,39,548,162,1465.0,6.5,2.92,0.87,0.282,74.50%,44.90%,8.80%,,3.57,3.89,4.01,15.0
2010_Blue Jays,2010,Blue Jays,2206,6072,257,755,732,58,7.80%,19.20%,0.20600000000000002,0.26899999999999996,0.248,0.312,0.45399999999999996,0.33399999999999996,105,,-12.3,24.8,-9.9,23.7,12966,-1,-2,0,3,1,-4,9,2.0,7,2251,1857,0.825,451,-3.0,10.9,3.9,3.1,-9.6,1.7,-0.9,0.7,-2.6,85,77,45,617,162,1440.2,7.4,3.37,0.94,0.297,71.20%,45.70%,9.50%,,4.23,4.04,4.03,15.3
2012_Rays,2012,Rays,2406,6105,175,697,665,134,9.40%,21.70%,0.155,0.284,0.24,0.317,0.39399999999999996,0.311,100,,-0.7,-0.9,20.8,23.7,13137,17,-2,4,5,0,-3,21,10.0,52,2107,1736,0.8240000000000001,458,-10.0,28.4,0.6,4.7,15.9,-13.0,8.2,1.8,66.7,90,72,50,634,162,1459.2,8.53,2.89,0.86,0.27699999999999997,75.50%,47.90%,10.70%,,3.19,3.51,3.59,20.4
2012_Nationals,2012,Nationals,2338,6221,194,731,688,105,7.70%,21.30%,0.166,0.308,0.261,0.322,0.428,0.324,101,,-4.1,4.8,33.0,23.7,13215,3,0,-3,3,1,-2,-10,-1.0,-16,2193,1832,0.835,459,23.0,-1.3,3.4,-0.6,-5.6,3.9,0.9,0.7,-8.1,98,64,51,644,162,1468.1,8.12,3.05,0.79,0.282,75.10%,46.30%,9.20%,,3.34,3.54,3.8,19.5
