TeamYear,Season,Team,G_x,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP_x,AVG,OBP,SLG,wOBA,wRC+,EV_x,BsR,Off,Def_x,WAR_x,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,BIZ,Plays,RZR,OOZ,FSR,FRM,ARM,DPR,RngR,ErrR,UZR,UZR/150,Def_y,W,L,SV,G_y,GS,IP,K/9,BB/9,HR/9,BABIP_y,LOB%,GB%,HR/FB,EV_y,ERA,FIP,xFIP,WAR_y
2020_Red Sox,2020,Red Sox,884,2304,81,292,278,31,8.10%,23.70%,0.18,0.321,0.265,0.33,0.445,0.33299999999999996,106,88.5,-0.5,16.9,-5.6,7.0,4716,-1,2,2,-1,6,1,-5,-4.0,-2,708,539,0.7609999999999999,230,,1.6,4.7,0.3,-1.6,-6.0,-2.5,0.9,-0.5,24,36,14,292,60,524.0,9.22,4.33,1.68,0.332,70.80%,42.90%,18.90%,88.9,5.58,5.19,4.67,-0.2
2020_Royals,2020,Royals,940,2200,68,248,237,49,7.80%,24.00%,0.158,0.297,0.244,0.309,0.402,0.308,92,87.1,3.1,-19.6,-6.6,7.0,4653,2,3,-2,2,-2,2,-21,6.0,-10,680,534,0.785,235,,-0.9,0.5,1.0,-0.1,2.7,4.0,1.4,3.0,26,34,19,292,60,517.0,9.0,3.67,1.32,0.303,73.90%,44.40%,15.00%,89.2,4.3,4.5,4.47,3.9
2017_Padres,2017,Padres,2342,5954,189,604,576,89,7.70%,25.20%,0.16,0.287,0.23399999999999999,0.299,0.39299999999999996,0.298,82,86.1,6.7,-132.7,7.4,7.0,12876,6,2,0,3,0,-1,-7,1.0,11,2059,1626,0.79,552,-15.0,4.4,2.9,3.1,-28.7,-8.8,-31.5,-3.3,-25.5,71,91,45,679,162,1430.2,8.34,3.49,1.42,0.299,71.10%,47.50%,16.40%,87.5,4.7,4.68,4.34,7.9
2018_Giants,2018,Giants,2412,6113,133,603,573,77,7.30%,24.00%,0.129,0.299,0.239,0.3,0.368,0.29,83,87.6,-2.9,-132.9,7.9,7.0,13152,-9,0,-2,0,-10,1,21,23.0,29,2125,1741,0.8190000000000001,552,20.0,-9.6,-12.2,-0.6,-2.6,-1.7,-17.1,-4.3,-19.1,73,89,36,711,162,1461.1,7.82,3.23,0.96,0.293,72.30%,44.50%,11.00%,88.6,3.95,3.98,4.2,13.1
2020_Phillies,2020,Phillies,875,2223,82,306,289,35,10.30%,21.60%,0.183,0.299,0.257,0.342,0.439,0.336,109,88.4,3.3,28.4,-18.0,6.8,4473,-4,-2,0,1,-5,-3,-25,2.0,-33,642,494,0.769,203,,-0.1,-3.6,1.6,-10.1,1.5,-10.7,-5.8,-7.7,28,32,11,249,60,497.0,9.63,3.35,1.45,0.34299999999999997,69.40%,46.60%,18.60%,88.1,5.2,4.43,4.0,6.0
2018_Tigers,2018,Tigers,2323,6029,135,630,597,70,7.10%,22.20%,0.138,0.293,0.24100000000000002,0.3,0.38,0.295,83,87.6,6.4,-113.7,-20.5,6.7,12828,1,-3,0,2,-2,-13,7,30.0,20,1995,1635,0.82,621,-18.0,-7.1,0.7,-2.3,9.4,-2.7,5.0,0.5,6.0,64,98,37,704,162,1425.1,7.67,3.1,1.36,0.29100000000000004,70.50%,39.60%,12.90%,88.5,4.6,4.59,4.55,9.6
2011_Pirates,2011,Pirates,2444,6064,107,610,580,108,8.10%,21.60%,0.12300000000000001,0.301,0.244,0.309,0.368,0.299,88,,-15.2,-102.8,-17.8,6.7,13044,-16,-2,-1,-5,-9,-7,-6,3.0,-40,2294,1920,0.8370000000000001,496,-16.0,-25.6,-6.2,-6.2,-6.3,0.5,-18.2,-3.5,-23.2,72,90,43,711,162,1449.1,6.4,3.32,0.94,0.3,73.70%,45.60%,9.80%,,4.05,4.2,4.18,8.5
2020_Indians,2020,Indians,869,2247,59,248,234,25,10.60%,23.00%,0.14400000000000002,0.27699999999999997,0.228,0.317,0.37200000000000005,0.303,86,88.2,-1.2,-39.6,6.1,6.5,4824,3,0,3,2,-3,-1,22,-1.0,27,616,514,0.8340000000000001,216,,1.9,0.9,2.9,-0.4,4.7,8.1,3.0,14.1,35,25,20,241,60,536.0,10.43,2.64,1.14,0.285,78.50%,40.50%,13.40%,87.6,3.29,3.55,3.73,11.2
2020_Blue Jays,2020,Blue Jays,910,2263,88,302,288,33,9.00%,22.40%,0.18600000000000003,0.297,0.255,0.325,0.441,0.32899999999999996,108,89.5,-2.9,19.7,-14.2,6.4,4722,-5,0,0,-1,1,3,-41,4.0,-39,697,543,0.779,238,,-1.4,2.8,1.1,-9.2,-0.7,-6.0,-1.5,-5.0,32,28,17,286,60,524.2,8.9,4.29,1.39,0.302,70.30%,43.10%,14.90%,88.4,4.63,4.73,4.72,4.5
2019_Orioles,2019,Orioles,2386,6189,213,729,698,84,7.50%,23.20%,0.168,0.293,0.24600000000000002,0.31,0.415,0.308,88,88.0,2.0,-89.9,-63.8,6.4,12987,-21,0,0,9,-17,-9,-67,14.0,-95,2007,1624,0.809,724,,-19.4,-17.5,5.7,-1.0,-16.6,-29.5,-5.9,-32.5,54,108,27,695,162,1443.0,7.78,3.5,1.9,0.295,68.50%,40.50%,17.40%,89.5,5.67,5.56,5.23,5.5
2008_Pirates,2008,Pirates,2340,6278,153,735,705,57,7.60%,16.50%,0.145,0.29,0.258,0.32,0.40299999999999997,0.317,89,,0.1,-89.3,-48.6,6.3,13095,0,0,4,1,-7,6,-15,,-13,2481,2049,0.826,442,,-59.9,-5.1,-2.5,-18.1,1.1,-24.6,-3.9,-23.7,67,95,34,659,162,1455.0,5.96,4.06,1.09,0.311,69.50%,44.00%,10.80%,,5.1,4.84,4.74,10.3
2012_Astros,2012,Astros,2421,6014,146,583,545,105,7.70%,22.70%,0.135,0.28800000000000003,0.23600000000000002,0.302,0.371,0.29600000000000004,82,,-16.9,-144.3,17.7,5.8,12810,1,0,-1,-3,3,-9,-51,4.0,-68,2226,1803,0.81,475,-36.0,-0.5,3.0,-6.6,-8.2,5.6,-6.1,-1.1,-20.4,55,107,31,703,162,1423.1,7.4,3.41,1.09,0.306,70.00%,47.90%,12.20%,,4.57,4.27,4.15,9.3
2020_Astros,2020,Astros,860,2229,69,279,268,22,8.60%,19.70%,0.168,0.273,0.24,0.312,0.408,0.311,99,88.2,-0.6,-2.0,-19.9,5.7,4716,0,1,-1,1,-2,1,15,-1.0,12,663,539,0.813,250,,-1.8,-8.6,0.4,-9.6,7.9,-9.8,-8.1,-11.8,29,31,16,253,60,524.0,9.03,3.73,1.2,0.28800000000000003,71.50%,44.20%,14.00%,88.3,4.31,4.33,4.43,6.1
2013_White Sox,2013,White Sox,2279,6077,148,598,574,105,6.80%,19.90%,0.129,0.29100000000000004,0.249,0.302,0.37799999999999995,0.299,85,,-12.7,-117.6,-29.0,5.5,13095,3,2,3,4,0,-10,-43,-16.0,-59,2186,1797,0.8220000000000001,457,-39.0,4.0,-1.0,3.8,-7.6,-10.6,-15.4,-1.7,-18.7,63,99,40,632,162,1455.0,7.73,3.15,1.13,0.295,73.10%,43.30%,11.50%,,4.0,4.13,3.98,15.3
2010_Astros,2010,Astros,2358,6005,108,611,577,100,6.90%,17.10%,0.115,0.285,0.247,0.303,0.36200000000000004,0.295,79,,-6.4,-156.9,27.6,5.4,12954,5,0,5,-1,-9,-6,-24,3.0,-27,2207,1826,0.8270000000000001,439,-4.0,4.0,-5.9,-3.6,-2.6,-2.2,-14.3,-3.2,-9.9,76,86,45,669,162,1439.1,7.57,3.43,0.88,0.305,71.00%,44.30%,8.80%,,4.09,3.89,3.97,15.5
2020_Tigers,2020,Tigers,882,2076,62,249,242,19,7.10%,27.30%,0.152,0.314,0.245,0.303,0.397,0.303,89,88.5,-2.3,-29.4,-8.0,5.4,4431,-5,-1,-2,0,-6,0,0,2.0,-14,676,544,0.805,264,,-4.4,-5.1,0.2,11.7,-0.9,5.9,0.6,0.9,23,35,11,276,58,492.1,8.12,3.51,1.66,0.297,68.70%,42.20%,17.10%,89.6,5.63,5.17,4.85,1.6
2020_Mariners,2020,Mariners,843,2181,60,254,244,50,9.50%,25.00%,0.14400000000000002,0.281,0.226,0.309,0.37,0.298,91,87.8,7.0,-17.7,-5.7,5.4,4650,-2,-2,-1,2,5,0,7,11.0,17,660,530,0.8029999999999999,270,,-2.6,2.7,0.2,0.2,1.9,5.0,2.7,1.0,27,33,15,249,60,516.2,8.17,4.01,1.38,0.281,69.90%,40.30%,13.50%,89.2,5.03,4.91,5.11,3.4
2020_Diamondbacks,2020,Diamondbacks,862,2238,58,269,255,23,8.10%,20.60%,0.15,0.282,0.24100000000000002,0.312,0.391,0.306,88,88.0,5.5,-27.6,1.1,5.3,4665,4,-2,-3,2,-2,-1,5,1.0,-2,622,506,0.8140000000000001,286,,4.6,1.3,-0.2,9.0,-3.7,6.5,2.9,2.5,25,35,13,260,60,518.1,9.1,4.08,1.61,0.294,74.00%,38.40%,15.70%,89.3,4.84,5.0,4.87,1.5
2020_Reds,2020,Reds,889,2123,90,243,237,29,11.30%,25.20%,0.191,0.245,0.212,0.312,0.40299999999999997,0.312,91,88.2,-6.0,-31.1,-11.7,5.1,4536,4,1,1,0,1,0,-7,7.0,6,560,459,0.82,199,,1.7,1.3,-0.6,-2.9,-3.8,-6.0,-2.1,-5.0,31,29,9,228,60,504.0,10.98,3.8,1.2,0.278,72.80%,43.20%,14.60%,87.4,3.89,3.92,3.95,9.5
2011_Twins,2011,Twins,2269,6020,103,619,572,92,7.30%,17.40%,0.113,0.28800000000000003,0.247,0.306,0.36,0.29600000000000004,82,,-6.5,-133.2,-25.8,4.3,12795,-5,-3,2,-2,-3,-4,-44,-1.0,-53,2385,1971,0.826,472,-30.0,3.5,-1.6,-2.1,-3.5,-5.6,-12.8,-2.0,-7.7,63,99,32,619,162,1421.2,5.95,3.04,1.02,0.307,69.10%,44.00%,9.50%,,4.6,4.3,4.33,7.7
2020_Brewers,2020,Brewers,906,2188,75,247,238,15,10.10%,26.60%,0.166,0.278,0.223,0.313,0.389,0.307,89,88.2,-17.6,-49.2,-5.7,4.2,4656,2,1,2,-2,-2,2,-20,4.0,-14,553,438,0.792,239,,5.8,-2.9,-1.0,0.6,-3.1,-6.4,-4.5,7.3,29,31,14,249,60,517.1,10.68,3.29,1.17,0.29600000000000004,70.50%,46.60%,15.20%,86.8,4.18,3.8,3.76,9.2
2020_Orioles,2020,Orioles,906,2242,77,274,264,19,7.30%,22.90%,0.171,0.309,0.258,0.321,0.429,0.32299999999999995,102,87.0,-4.1,1.9,-21.0,3.9,4668,-5,2,0,0,2,-3,-9,9.0,-1,708,572,0.8079999999999999,252,,-8.2,-1.1,-0.4,2.6,-6.7,-5.6,-2.4,-4.6,25,35,11,267,60,518.2,8.45,3.33,1.37,0.282,69.70%,42.60%,14.60%,89.5,4.51,4.6,4.63,6.0
2011_Mariners,2011,Mariners,2090,5972,109,556,534,125,7.30%,21.40%,0.115,0.28300000000000003,0.233,0.292,0.348,0.28300000000000003,80,,11.9,-124.1,-36.6,3.9,12897,-15,-1,-2,3,-6,7,9,1.0,-4,2257,1891,0.838,459,5.0,-22.3,2.1,4.3,3.2,-0.4,9.1,2.0,-0.5,67,95,39,513,162,1433.0,6.83,2.74,0.91,0.285,71.40%,43.80%,9.10%,,3.91,3.84,3.92,17.4
2020_Marlins,2020,Marlins,904,2167,60,263,247,51,8.80%,24.80%,0.141,0.306,0.244,0.319,0.384,0.308,95,87.3,4.0,-10.5,-10.7,3.5,4536,-4,-3,0,3,1,-1,-1,5.0,0,716,576,0.804,236,,-4.4,0.4,1.7,-3.8,2.2,0.5,0.2,1.5,31,29,18,275,60,504.0,8.05,4.04,1.46,0.297,70.60%,45.20%,15.70%,88.9,4.86,5.02,4.9,2.2
2013_Marlins,2013,Marlins,2244,6021,95,513,485,78,7.20%,20.50%,0.10400000000000001,0.28,0.231,0.293,0.335,0.27899999999999997,74,,-5.2,-179.0,29.5,3.3,13140,-14,0,1,1,-6,-10,16,-4.0,-10,2198,1857,0.845,522,-5.0,-14.9,-1.0,4.2,4.3,9.5,16.9,2.6,18.3,62,100,36,633,162,1460.0,7.26,3.24,0.75,0.292,73.20%,45.30%,8.40%,,3.71,3.69,3.96,14.6
2020_Nationals,2020,Nationals,870,2218,66,293,279,33,8.70%,20.30%,0.17,0.308,0.264,0.336,0.433,0.33,103,87.7,-3.6,5.4,-31.8,3.2,4533,-5,-2,-4,0,-3,0,-22,-5.0,-43,637,504,0.7909999999999999,241,,-3.9,-0.3,-0.6,-11.2,-4.5,-16.5,-6.3,-23.5,26,34,12,262,60,503.2,9.08,3.86,1.68,0.317,74.10%,37.90%,16.30%,89.4,5.09,5.02,4.8,3.0
2016_Athletics,2016,Athletics,2343,6022,169,653,634,50,7.30%,19.00%,0.149,0.28,0.24600000000000002,0.304,0.395,0.302,89,87.8,-22.2,-100.4,-77.5,3.0,12900,-15,3,-5,1,-8,-10,-40,-2.0,-70,2215,1770,0.799,544,-47.0,-19.4,-7.6,-1.6,-24.9,-2.7,-36.8,-5.9,-39.8,69,93,42,654,162,1433.1,7.46,2.91,1.16,0.299,70.70%,46.20%,12.50%,88.9,4.51,4.24,4.28,13.7
2007_White Sox,2007,White Sox,2257,6103,190,693,667,78,8.70%,18.80%,0.158,0.278,0.24600000000000002,0.318,0.40399999999999997,0.316,86,,-15.7,-126.0,-55.7,2.9,12966,0,4,-1,1,-6,-8,-56,,-63,2523,2030,0.805,319,,,-11.0,-3.5,-19.4,-4.9,-38.8,-7.0,-39.8,72,90,42,625,162,1440.2,6.34,3.12,1.09,0.304,68.20%,42.90%,9.80%,,4.77,4.56,4.54,17.2
2020_Rockies,2020,Rockies,888,2257,63,275,264,42,7.10%,24.10%,0.14800000000000002,0.316,0.257,0.311,0.405,0.307,76,87.0,10.8,-59.8,6.1,2.7,4737,-1,1,-1,2,-5,4,20,-2.0,15,805,639,0.794,257,,-2.3,0.5,2.3,7.7,6.1,16.6,4.1,15.6,26,34,16,249,60,526.1,6.72,3.51,1.42,0.307,66.50%,44.50%,15.00%,89.4,5.59,5.14,5.13,3.5
2019_Marlins,2019,Marlins,2402,6045,146,615,593,55,6.50%,24.30%,0.134,0.3,0.24100000000000002,0.298,0.375,0.28800000000000003,79,88.3,-23.9,-195.4,26.4,2.6,12999,-1,-6,0,1,-9,2,9,23.0,25,1880,1522,0.81,586,,-7.4,3.4,2.4,4.1,-10.9,-1.0,0.9,-1.0,57,105,27,701,162,1444.1,8.59,3.83,1.47,0.281,72.10%,38.30%,14.20%,88.6,4.74,4.89,5.06,5.9
2010_Mariners,2010,Mariners,2104,5989,101,513,485,142,7.70%,19.80%,0.10400000000000001,0.282,0.23600000000000002,0.298,0.33899999999999997,0.285,79,,-1.0,-149.1,-40.5,2.2,12942,-10,1,0,-1,-5,0,14,-2.0,2,2471,2078,0.841,453,4.0,-28.2,-7.7,-0.4,30.5,-7.2,15.3,0.5,8.7,61,101,38,520,162,1438.0,6.09,2.83,0.98,0.27899999999999997,71.40%,43.40%,9.00%,,3.95,4.17,4.23,15.7
2009_Royals,2009,Royals,2247,6103,144,686,657,88,7.50%,17.90%,0.146,0.298,0.259,0.318,0.405,0.318,88,,-18.9,-110.0,-82.0,2.2,12834,0,1,-6,-2,-4,-17,-75,,-104,2298,1861,0.81,423,-74.0,-3.4,3.7,-3.9,-39.1,-12.2,-51.5,-6.6,-64.3,65,97,34,588,162,1426.0,7.28,3.79,1.05,0.307,68.00%,43.80%,10.00%,,4.83,4.36,4.38,14.9
2013_Astros,2013,Astros,2266,6020,148,610,566,110,7.10%,25.50%,0.136,0.304,0.24,0.299,0.375,0.298,85,,-8.9,-112.9,-64.4,1.9,12960,-3,0,1,4,-6,4,-38,-11.0,-52,2279,1864,0.818,504,-8.0,-1.3,-11.7,4.6,-24.2,-17.4,-48.7,-7.8,-52.1,51,111,32,610,162,1440.0,6.78,3.85,1.19,0.303,70.00%,43.90%,11.80%,,4.79,4.67,4.48,2.2
2010_Pirates,2010,Pirates,2327,5974,126,587,570,87,7.80%,20.20%,0.131,0.28800000000000003,0.242,0.304,0.373,0.3,84,,-5.8,-119.3,-48.1,1.4,12705,-3,2,-6,-2,5,-9,-62,-1.0,-81,2366,1855,0.784,449,-36.0,-17.3,1.7,-4.3,-47.0,-8.2,-57.7,-7.7,-64.9,57,105,31,679,162,1411.2,6.54,3.43,1.06,0.311,67.40%,44.00%,10.00%,,5.0,4.45,4.35,6.4
2020_Pirates,2020,Pirates,873,2134,59,219,210,16,7.80%,24.40%,0.13699999999999998,0.268,0.22,0.284,0.35700000000000004,0.27899999999999997,73,88.1,-2.3,-75.3,-9.0,1.1,4617,2,1,1,1,3,2,0,12.0,26,642,521,0.812,213,,3.1,-0.4,0.7,2.3,-8.9,-6.2,-3.1,-3.2,19,41,6,269,60,513.0,9.4,4.37,1.4,0.28,70.20%,43.40%,16.20%,88.5,4.68,4.8,4.63,2.7
2018_Orioles,2018,Orioles,2313,6034,188,622,593,81,7.00%,23.40%,0.152,0.28600000000000003,0.239,0.298,0.391,0.299,85,88.5,-9.6,-116.4,-75.1,0.8,12879,-12,-1,2,-1,-2,-5,-68,6.0,-78,2063,1664,0.807,581,-28.0,-10.0,0.8,3.0,-52.1,-3.6,-51.9,-6.9,-49.9,47,115,28,652,162,1431.0,7.57,3.7,1.47,0.31,70.00%,41.90%,14.40%,88.6,5.19,4.98,4.73,7.3
2020_Rangers,2020,Rangers,865,2147,62,224,204,49,7.80%,25.50%,0.147,0.266,0.217,0.285,0.364,0.28300000000000003,67,88.6,3.0,-84.1,-17.8,-2.4,4650,-2,1,0,1,0,3,11,-1.0,11,684,546,0.7979999999999999,260,,-1.6,-2.9,-0.9,0.0,-5.0,-8.8,-4.5,-9.8,22,38,10,264,60,516.2,8.52,4.11,1.41,0.27699999999999997,68.60%,40.60%,14.00%,88.5,5.02,4.88,5.0,3.8
2019_Tigers,2019,Tigers,2316,6039,149,582,556,57,6.50%,26.40%,0.14800000000000002,0.308,0.24,0.294,0.38799999999999996,0.29,77,88.1,-6.8,-186.5,-53.8,-2.6,12897,-4,2,-2,-4,-12,-12,-62,13.0,-84,2072,1604,0.774,584,,-7.8,-13.2,-1.2,-15.1,2.5,-27.1,-5.5,-29.1,47,114,31,738,161,1433.0,8.59,3.37,1.57,0.317,68.80%,42.70%,15.90%,89.7,5.26,4.84,4.75,11.2
